"Wall Time","Configuration ID","Run History ID","Generation Count","Run Count","Final Performance","Origin-Challenge-Round-1","Origin-Challenge-Round-128","Origin-Challenge-Round-15","Origin-Challenge-Round-16","Origin-Challenge-Round-2","Origin-Challenge-Round-256","Origin-Challenge-Round-28","Origin-Challenge-Round-32","Origin-Challenge-Round-4","Origin-Challenge-Round-64","Origin-Challenge-Round-8","Origin-DEFAULT","Origin-Final-Challenge-Round","Origin-Final-Challenge-Round-16","Origin-Model-Builder-1.0","Origin-Model-Builder-100.0","Origin-Model-Builder-103.0","Origin-Model-Builder-104.0","Origin-Model-Builder-105.0","Origin-Model-Builder-106.0","Origin-Model-Builder-107.0","Origin-Model-Builder-110.0","Origin-Model-Builder-111.0","Origin-Model-Builder-112.0","Origin-Model-Builder-113.0","Origin-Model-Builder-114.0","Origin-Model-Builder-115.0","Origin-Model-Builder-116.0","Origin-Model-Builder-117.0","Origin-Model-Builder-118.0","Origin-Model-Builder-119.0","Origin-Model-Builder-120.0","Origin-Model-Builder-121.0","Origin-Model-Builder-123.0","Origin-Model-Builder-124.0","Origin-Model-Builder-125.0","Origin-Model-Builder-126.0","Origin-Model-Builder-127.0","Origin-Model-Builder-128.0","Origin-Model-Builder-131.0","Origin-Model-Builder-132.0","Origin-Model-Builder-133.0","Origin-Model-Builder-134.0","Origin-Model-Builder-135.0","Origin-Model-Builder-136.0","Origin-Model-Builder-137.0","Origin-Model-Builder-138.0","Origin-Model-Builder-139.0","Origin-Model-Builder-14.0","Origin-Model-Builder-140.0","Origin-Model-Builder-141.0","Origin-Model-Builder-142.0","Origin-Model-Builder-143.0","Origin-Model-Builder-144.0","Origin-Model-Builder-145.0","Origin-Model-Builder-146.0","Origin-Model-Builder-147.0","Origin-Model-Builder-148.0","Origin-Model-Builder-149.0","Origin-Model-Builder-15.0","Origin-Model-Builder-150.0","Origin-Model-Builder-151.0","Origin-Model-Builder-152.0","Origin-Model-Builder-153.0","Origin-Model-Builder-154.0","Origin-Model-Builder-155.0","Origin-Model-Builder-156.0","Origin-Model-Builder-157.0","Origin-Model-Builder-158.0","Origin-Model-Builder-159.0","Origin-Model-Builder-160.0","Origin-Model-Builder-161.0","Origin-Model-Builder-162.0","Origin-Model-Builder-163.0","Origin-Model-Builder-164.0","Origin-Model-Builder-165.0","Origin-Model-Builder-166.0","Origin-Model-Builder-167.0","Origin-Model-Builder-168.0","Origin-Model-Builder-169.0","Origin-Model-Builder-170.0","Origin-Model-Builder-171.0","Origin-Model-Builder-172.0","Origin-Model-Builder-173.0","Origin-Model-Builder-174.0","Origin-Model-Builder-175.0","Origin-Model-Builder-176.0","Origin-Model-Builder-177.0","Origin-Model-Builder-178.0","Origin-Model-Builder-179.0","Origin-Model-Builder-180.0","Origin-Model-Builder-181.0","Origin-Model-Builder-182.0","Origin-Model-Builder-183.0","Origin-Model-Builder-19.0","Origin-Model-Builder-2.0","Origin-Model-Builder-21.0","Origin-Model-Builder-25.0","Origin-Model-Builder-27.0","Origin-Model-Builder-3.0","Origin-Model-Builder-30.0","Origin-Model-Builder-31.0","Origin-Model-Builder-34.0","Origin-Model-Builder-35.0","Origin-Model-Builder-36.0","Origin-Model-Builder-38.0","Origin-Model-Builder-39.0","Origin-Model-Builder-40.0","Origin-Model-Builder-42.0","Origin-Model-Builder-43.0","Origin-Model-Builder-44.0","Origin-Model-Builder-47.0","Origin-Model-Builder-5.0","Origin-Model-Builder-50.0","Origin-Model-Builder-52.0","Origin-Model-Builder-54.0","Origin-Model-Builder-56.0","Origin-Model-Builder-57.0","Origin-Model-Builder-61.0","Origin-Model-Builder-62.0","Origin-Model-Builder-63.0","Origin-Model-Builder-66.0","Origin-Model-Builder-67.0","Origin-Model-Builder-68.0","Origin-Model-Builder-69.0","Origin-Model-Builder-70.0","Origin-Model-Builder-71.0","Origin-Model-Builder-72.0","Origin-Model-Builder-74.0","Origin-Model-Builder-75.0","Origin-Model-Builder-78.0","Origin-Model-Builder-8.0","Origin-Model-Builder-80.0","Origin-Model-Builder-81.0","Origin-Model-Builder-82.0","Origin-Model-Builder-83.0","Origin-Model-Builder-84.0","Origin-Model-Builder-85.0","Origin-Model-Builder-87.0","Origin-Model-Builder-90.0","Origin-Model-Builder-91.0","Origin-Model-Builder-94.0","Origin-RANDOM",
"130.04","0x3C12F4","537","2","1","0.01","Continue=False; IncumbentCost=0.007710843373493976; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=274; ",
"130.044","0x3B8459","536","2","1","0.01","Continue=False; IncumbentCost=0.007710843373493976; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.1427235003607925; firstArg(k)=0.017830114135206323; ModelVersion=152.0; ModelPoints=2140.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"130.801","0x3C35B4","538","2","1","0.01","Continue=False; IncumbentCost=0.00927710843373494; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=275; ",
"130.826","0x3B845B","539","2","1","0.02","Continue=False; IncumbentCost=0.00927710843373494; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=7.350015807858545; firstArg(k)=0.017830114135206323; ModelVersion=152.0; ModelPoints=2140.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"130.885","0x3C35B6","544","2","1","1.0633221495628358","Continue=False; IncumbentCost=0.047126436781609195; ChallengeCost=1.0633221495628358; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=276; ",
"130.898","0x3BDA88","540","6","15","0.1143481176662445","Continue=True; IncumbentCost=0.007840909090909091; ChallengeCost=0.0; RunsNeededLeft=435; ","","Continue=False; IncumbentCost=0.01810470207500476; ChallengeCost=0.1143481176662445; ","","Continue=True; IncumbentCost=0.008198160535117058; ChallengeCost=0.0; RunsNeededLeft=454; ","","","","Continue=True; IncumbentCost=0.008282828282828284; ChallengeCost=0.0050; RunsNeededLeft=492; ","","Continue=True; IncumbentCost=0.010719112887873597; ChallengeCost=0.007916666666666667; RunsNeededLeft=504; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.2660120898083052; firstArg(k)=0.01784842105263158; ModelVersion=153.0; ModelPoints=2191.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"130.934","0x3C35B8","543","2","1","0.25","Continue=False; IncumbentCost=0.047126436781609195; ChallengeCost=0.25; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=277; ",
"130.976","0x3BDA8A","542","2","1","0.03","Continue=False; IncumbentCost=0.017011494252873564; ChallengeCost=0.03; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.587808943193254; firstArg(k)=0.01784842105263158; ModelVersion=153.0; ModelPoints=2191.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"131.885","0x3C804A","541","2","1","0.02","Continue=False; IncumbentCost=0.017011494252873564; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=278; ",
"131.927","0x3BDE9F","545","2","1","0.01","Continue=False; IncumbentCost=0.009230769230769232; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.2660120898083052; firstArg(k)=0.01784842105263158; ModelVersion=153.0; ModelPoints=2191.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"131.944","0x3C8A15","546","2","1","0.02","Continue=False; IncumbentCost=0.007934782608695653; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=279; ",
"132.092","0x3BDEA1","551","2","1","1.0638645518302918","Continue=False; IncumbentCost=0.04736842105263158; ChallengeCost=1.0638645518302918; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=6.5276647106518855; firstArg(k)=0.01784842105263158; ModelVersion=153.0; ModelPoints=2191.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"132.984","0x3C9029","547","2","1","0.01","Continue=False; IncumbentCost=0.007934782608695653; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=280; ",
"133.006","0x3C3972","548","2","1","0.01","Continue=False; IncumbentCost=0.007934782608695653; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.5913823776666243; firstArg(k)=0.01783849684452094; ModelVersion=154.0; ModelPoints=2243.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"133.038","0x3C902B","549","2","1","0.02","Continue=False; IncumbentCost=0.017157894736842105; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=281; ",
"133.039","0x3C3974","550","2","1","0.02","Continue=False; IncumbentCost=0.009166666666666667; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=5.9121879154318755; firstArg(k)=0.01783849684452094; ModelVersion=154.0; ModelPoints=2243.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"133.115","0x3C902E","554","2","1","0.84","Continue=False; IncumbentCost=0.04767676767676768; ChallengeCost=0.84; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=282; ",
"134.153","0x3C3DA4","552","2","1","0.02","Continue=False; IncumbentCost=0.0173; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.591314109293683; firstArg(k)=0.01783849684452094; ModelVersion=154.0; ModelPoints=2243.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"134.202","0x3CE0D9","553","2","1","0.01","Continue=False; IncumbentCost=0.008484848484848486; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=283; ",
"134.252","0x3C954D","555","5","8","0.018333333333333333","Continue=True; IncumbentCost=0.009191919191919192; ChallengeCost=0.0; RunsNeededLeft=495; ","","","","Continue=True; IncumbentCost=0.00911764705882353; ChallengeCost=0.0050; RunsNeededLeft=510; ","","","","Continue=True; IncumbentCost=0.011444254077035346; ChallengeCost=0.008333333333333333; RunsNeededLeft=508; ","","Continue=False; IncumbentCost=0.01810470207500476; ChallengeCost=0.018333333333333333; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.001801608743528; firstArg(k)=0.017960582895365507; ModelVersion=155.0; ModelPoints=2289.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"135.357","0x3D0C36","556","2","1","0.01","Continue=False; IncumbentCost=0.009191919191919192; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=284; ",
"135.411","0x3C954F","558","2","1","0.01","Continue=False; IncumbentCost=0.00808080808080808; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=21.652993477547636; firstArg(k)=0.017960582895365507; ModelVersion=155.0; ModelPoints=2289.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"135.464","0x3D20F4","557","2","1","0.01","Continue=False; IncumbentCost=0.00808080808080808; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=285; ",
"135.476","0x3C9908","561","2","1","0.05","Continue=False; IncumbentCost=0.04764705882352941; ChallengeCost=0.05; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.004118529166412; firstArg(k)=0.017960582895365507; ModelVersion=155.0; ModelPoints=2289.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"135.517","0x3D22D5","560","2","1","0.01","Continue=False; IncumbentCost=0.00854368932038835; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=286; ",
"136.011","0x3C990A","559","2","1","0.03","Continue=False; IncumbentCost=0.01715686274509804; ChallengeCost=0.03; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=5.588783431215543; firstArg(k)=0.017960582895365507; ModelVersion=155.0; ModelPoints=2289.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.048","0x3D5587","562","2","1","0.02","Continue=False; IncumbentCost=0.00911764705882353; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=287; ",
"136.087","0x3CE6D8","563","2","1","0.01","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.2093633982234193; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.117","0x3D5589","564","5","8","0.27626844953695934","Continue=True; IncumbentCost=0.01715686274509804; ChallengeCost=0.01; RunsNeededLeft=511; ","","","","Continue=True; IncumbentCost=0.01715686274509804; ChallengeCost=0.015; RunsNeededLeft=510; ","","","","Continue=True; IncumbentCost=0.011444254077035346; ChallengeCost=0.008333333333333333; RunsNeededLeft=508; ","","Continue=False; IncumbentCost=0.02049495526365886; ChallengeCost=0.27626844953695934; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=288; ",
"136.139","0x3CE6DA","575","2","1","1.0645417798042298","Continue=False; IncumbentCost=0.04764705882352941; ChallengeCost=1.0645417798042298; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=7.6607864188407815; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.286","0x3D558B","566","2","1","0.01","Continue=False; IncumbentCost=0.00854368932038835; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=289; ",
"136.313","0x3CEB73","565","2","1","0.01","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.2103131712577686; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.346","0x3D558D","567","2","1","0.01","Continue=False; IncumbentCost=0.00854368932038835; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=290; ",
"136.402","0x3CEB75","568","2","1","0.02","Continue=False; IncumbentCost=0.01715686274509804; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.9285348074155215; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.432","0x3D558F","569","2","1","0.01","Continue=False; IncumbentCost=0.00854368932038835; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=291; ",
"136.544","0x3CF00E","570","2","1","0.01","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.209814812574664; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"136.545","0x3D5591","571","2","1","0.02","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=292; ",
"136.609","0x3CF010","572","2","1","0.01","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=3.50991975896499; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137.052","0x3D5593","573","2","1","0.01","Continue=False; IncumbentCost=0.00911764705882353; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=293; ",
"137.107","0x3CF520","574","2","1","0.02","Continue=False; IncumbentCost=0.01715686274509804; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.2094966134967073; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137.362","0x3D5F5E","576","4","4","0.35848284683227544","Continue=True; IncumbentCost=0.00854368932038835; ChallengeCost=0.0; RunsNeededLeft=511; ","","","","Continue=True; IncumbentCost=0.00854368932038835; ChallengeCost=0.0050; RunsNeededLeft=510; ","","","","Continue=False; IncumbentCost=0.024449203629671935; ChallengeCost=0.35848284683227544; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=294; ",
"137.466","0x3CF522","581","2","1","0.34","Continue=False; IncumbentCost=0.04764705882352941; ChallengeCost=0.34; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=3.8773862853755308; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137.857","0x3DA80E","577","2","1","0.01","Continue=False; IncumbentCost=0.00911764705882353; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=295; ",
"137.885","0x3CFC85","578","4","4","0.011666666666666667","Continue=True; IncumbentCost=0.00911764705882353; ChallengeCost=0.0; RunsNeededLeft=511; ","","","","Continue=True; IncumbentCost=0.008587949743004; ChallengeCost=0.0050; RunsNeededLeft=510; ","","","","Continue=False; IncumbentCost=0.011444254077035346; ChallengeCost=0.011666666666666667; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.2059165672162186; firstArg(k)=0.018043859649122806; ModelVersion=156.0; ModelPoints=2319.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137.943","0x3DB6F9","579","2","1","0.02","Continue=False; IncumbentCost=0.008058252427184467; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=296; ",
